ph,turbidity,conductivity,chlorine,temperature,pressure,flow,Risk_Index,Probable_Cause
7.03,0.78,353.09,1.5,12.39,3.43,310.05,14,Normal
7.59,0.88,286.74,1.38,10.77,2.69,259.83,5,Normal
7.4,6.07,1149.86,0.06,20.37,3.1,354.71,84,Contamination
6.4,2.48,795.78,0.98,12.57,2.53,309.96,71,Corrosion
7.16,0.26,251.02,1.01,18.43,3.34,305.54,2,Normal
7.8,0.48,386.14,0.23,13.66,3.26,378.2,12,Normal
6.95,0.59,504.69,1.0,8.15,3.07,338.07,2,Normal
6.92,0.72,284.45,0.13,18.08,1.2,111.95,35,Pression Faible
7.46,0.43,391.68,1.17,17.9,3.1,355.28,0,Normal
5.88,1.7,887.04,0.86,12.4,2.27,276.84,66,Corrosion
5.84,2.37,828.06,1.26,19.79,2.31,218.03,52,Corrosion
7.46,0.62,395.85,0.66,12.95,2.84,313.85,4,Normal
7.71,0.36,297.4,0.97,18.1,2.57,372.68,12,Normal
7.15,0.35,239.98,1.21,14.49,3.05,254.96,7,Normal
5.87,2.11,879.88,0.6,11.4,3.89,168.2,64,Corrosion
7.57,0.31,250.3,0.11,22.35,2.88,34.0,44,Stagnation
7.16,0.31,549.9,1.28,11.26,3.01,307.2,5,Normal
7.1,0.65,483.17,0.94,14.16,3.45,346.64,11,Normal
7.06,2.74,1303.2,0.08,6.98,2.98,279.17,90,Contamination
6.82,4.19,1155.54,0.12,16.21,3.19,259.68,94,Contamination
7.43,0.8,435.2,0.9,16.92,0.5,51.6,37,Pression Faible
7.33,0.19,346.94,0.88,12.52,0.99,85.43,37,Pression Faible
7.5,0.31,342.49,0.78,7.74,3.04,346.74,5,Normal
7.5,0.33,274.83,1.01,17.49,3.05,314.47,14,Normal
7.96,0.83,428.0,0.26,21.61,2.12,23.31,60,Stagnation
6.25,6.71,931.22,0.06,15.06,2.26,315.33,93,Contamination
7.24,0.6,332.7,0.77,16.2,3.46,300.56,9,Normal
7.33,0.7,245.64,1.19,17.73,1.41,76.36,35,Pression Faible
7.38,0.68,562.02,1.3,15.19,2.61,307.78,2,Normal
7.28,0.64,535.39,0.97,21.3,2.47,320.97,11,Normal
6.96,0.12,379.82,0.56,14.52,3.01,355.93,4,Normal
6.75,0.68,409.81,1.31,13.7,2.6,239.13,0,Normal
6.81,0.6,547.69,0.83,16.89,2.54,309.02,4,Normal
7.4,0.21,379.61,1.21,6.2,3.4,317.68,15,Normal
7.42,0.42,227.73,1.16,14.75,3.01,354.38,15,Normal
7.43,1.38,415.39,0.69,14.43,1.32,100.32,35,Pression Faible
6.76,0.5,560.95,0.93,17.79,3.15,347.79,13,Normal
5.68,1.86,904.05,0.34,15.19,2.9,357.08,69,Corrosion
7.32,0.63,516.45,0.71,14.5,3.73,296.04,0,Normal
7.53,0.69,252.19,1.09,15.44,3.1,262.29,6,Normal
6.86,0.4,390.22,1.36,20.45,3.42,343.01,13,Normal
6.9,0.42,420.99,0.81,16.73,3.22,326.81,5,Normal
6.4,1.78,1086.57,0.59,13.18,3.01,322.95,70,Corrosion
7.35,0.5,431.02,1.04,11.62,2.63,296.06,12,Normal
7.22,0.5,467.61,0.94,16.69,2.96,391.17,2,Normal
7.22,0.97,435.2,0.94,12.3,2.57,250.43,7,Normal
6.94,0.58,347.38,1.06,18.85,2.97,403.96,8,Normal
6.85,0.47,346.07,1.28,8.28,2.57,294.63,8,Normal
7.67,0.55,264.85,0.64,20.02,2.81,252.85,2,Normal
7.64,0.7,527.41,0.71,10.42,3.04,316.76,9,Normal
7.31,0.8,226.62,1.26,11.71,3.26,276.25,14,Normal
7.17,0.9,305.44,0.1,20.45,2.74,36.4,48,Stagnation
6.4,2.79,1004.14,1.22,14.12,2.2,262.01,65,Corrosion
6.77,0.99,545.55,1.65,15.19,3.17,277.03,0,Normal
7.46,0.26,145.69,0.76,10.63,3.44,390.78,0,Normal
6.78,0.76,495.14,0.53,13.83,2.83,337.4,3,Normal
6.83,0.48,331.41,1.14,14.35,2.84,289.34,4,Normal
6.4,2.17,691.8,0.98,15.57,2.23,383.89,73,Corrosion
7.09,0.42,415.98,1.52,9.96,3.08,404.36,2,Normal
7.24,0.25,338.16,1.06,18.99,2.9,341.33,15,Normal
6.77,0.21,351.72,1.43,15.21,3.09,313.9,13,Normal
7.53,0.38,468.83,0.75,20.95,2.76,255.88,15,Normal
7.36,0.82,432.69,0.97,11.73,1.68,97.87,34,Pression Faible
8.04,0.94,491.65,0.12,24.26,2.85,31.93,41,Stagnation
6.74,0.86,455.6,0.82,16.22,2.55,352.77,4,Normal
6.76,0.46,424.45,1.31,15.32,3.19,298.59,12,Normal
7.19,0.52,381.09,0.49,12.7,3.07,287.54,15,Normal
7.15,0.44,313.64,0.85,14.08,3.0,319.67,8,Normal
6.86,3.94,780.58,0.18,13.48,2.74,325.85,80,Contamination
7.31,0.6,355.73,1.07,15.18,2.91,312.27,7,Normal
7.52,0.5,398.45,1.32,17.88,3.48,212.19,14,Normal
7.47,0.62,311.43,1.08,18.15,2.75,322.13,1,Normal
7.46,0.29,385.77,1.09,12.61,2.74,293.25,3,Normal
7.44,0.63,313.86,1.2,12.49,2.52,281.64,6,Normal
7.54,0.63,399.84,0.87,13.83,3.03,246.58,9,Normal
7.1,0.74,264.89,0.65,16.23,1.2,73.82,25,Pression Faible
7.14,1.99,366.2,0.13,21.02,2.51,34.58,41,Stagnation
5.45,2.49,1138.15,1.33,15.61,2.82,382.68,67,Corrosion
7.54,0.38,338.1,1.29,11.97,3.33,316.71,8,Normal
7.36,0.45,337.02,1.44,14.26,2.88,295.99,9,Normal
7.26,0.29,343.51,0.81,17.54,2.73,212.21,1,Normal
5.43,3.06,1608.46,0.05,20.0,3.06,302.81,86,Contamination
7.18,1.11,414.6,1.32,16.86,1.01,70.06,27,Pression Faible
7.21,1.81,409.49,0.02,22.64,2.47,32.95,50,Stagnation
7.77,0.68,402.7,0.58,13.5,3.21,241.45,8,Normal
7.84,0.5,404.88,0.8,16.49,2.65,408.24,12,Normal
6.4,3.29,621.91,0.86,19.63,3.04,189.87,50,Corrosion
7.0,0.66,339.66,1.36,9.24,1.4,54.15,38,Pression Faible
5.62,0.89,790.19,1.25,16.79,2.32,311.03,65,Corrosion
7.99,1.25,653.47,0.18,23.37,2.26,36.27,44,Stagnation
7.27,0.6,331.54,1.04,12.55,2.36,349.92,2,Normal
6.75,0.52,433.3,1.1,14.15,3.08,323.55,15,Normal
7.42,0.85,423.42,1.02,12.28,3.13,333.37,10,Normal
7.14,0.96,370.75,1.1,17.74,1.47,82.36,44,Pression Faible
7.08,0.89,509.52,0.34,21.32,2.64,24.44,41,Stagnation
6.91,0.36,191.75,1.41,8.31,2.92,241.09,4,Normal
5.65,3.6,940.21,0.51,14.23,2.49,247.39,75,Corrosion
7.25,0.88,208.37,0.99,14.05,3.28,317.74,15,Normal
7.38,0.57,306.8,1.36,17.4,3.27,363.2,11,Normal
7.33,8.96,1313.29,0.04,17.97,2.89,274.03,94,Contamination
6.4,2.74,918.95,0.92,24.94,2.35,199.3,50,Corrosion
6.95,1.08,474.55,0.05,20.92,2.54,24.98,51,Stagnation
6.12,3.39,1035.41,1.06,19.26,2.91,240.48,58,Corrosion
6.38,5.22,1042.89,0.09,19.39,3.11,241.98,95,Contamination
6.4,2.16,680.0,0.67,23.45,2.64,230.49,67,Corrosion
7.14,0.47,321.85,1.04,18.23,3.09,244.44,15,Normal
7.1,0.39,405.29,1.4,14.55,2.97,388.88,5,Normal
7.46,0.61,595.81,1.15,9.04,3.25,220.4,10,Normal
6.18,1.13,806.63,0.69,13.69,2.66,311.95,58,Corrosion
6.43,7.09,910.31,0.04,19.3,2.6,234.41,99,Contamination
7.35,1.14,392.09,0.76,15.47,1.22,84.86,37,Pression Faible
6.44,0.29,315.48,1.05,15.56,3.19,312.88,4,Normal
6.81,0.79,527.19,0.62,16.0,2.82,306.94,8,Normal
7.52,0.93,475.13,1.09,13.98,3.05,367.99,14,Normal
7.19,0.32,238.03,1.15,15.74,2.81,351.3,12,Normal
5.83,2.39,896.67,0.69,16.71,3.26,181.45,78,Corrosion
7.35,0.53,415.38,1.26,15.15,3.14,335.79,11,Normal
5.8,2.74,849.84,0.76,15.03,2.99,254.9,57,Corrosion
7.32,0.5,239.59,1.01,15.19,3.07,270.31,2,Normal
7.02,1.51,422.64,0.12,21.44,2.5,25.51,57,Stagnation
6.23,6.95,1019.06,0.06,19.64,2.72,239.81,86,Contamination
7.93,0.39,462.34,1.58,17.37,2.91,296.64,15,Normal
5.67,3.21,1013.25,0.65,12.87,2.27,309.19,54,Corrosion
7.55,1.31,367.71,0.0,23.93,2.51,39.07,50,Stagnation
7.08,0.45,471.33,1.22,17.39,2.91,330.73,10,Normal
7.53,0.48,348.65,1.4,13.04,3.19,297.08,2,Normal
6.65,0.73,124.21,0.4,16.58,3.16,268.12,4,Normal
7.24,0.1,470.7,1.07,14.86,3.01,324.66,1,Normal
7.19,0.13,619.63,1.36,11.15,2.9,288.2,15,Normal
7.52,0.1,350.1,0.47,14.14,2.86,303.98,1,Normal
7.02,0.35,461.97,1.14,16.65,2.95,271.41,12,Normal
7.45,1.45,232.32,0.14,22.62,2.52,28.51,56,Stagnation
6.47,0.98,628.94,0.1,21.39,2.51,33.55,58,Stagnation
7.4,0.45,442.49,1.5,18.02,3.7,267.16,11,Normal
7.7,0.34,435.36,1.22,13.47,3.03,345.52,2,Normal
6.99,0.83,261.54,1.58,18.0,2.97,279.87,6,Normal
7.3,1.13,445.15,0.23,25.94,2.56,21.54,69,Stagnation
6.56,5.63,890.96,0.0,26.39,2.99,258.34,82,Contamination
7.44,0.26,290.4,0.76,19.96,2.92,177.91,1,Normal
7.56,0.44,215.06,0.9,16.56,3.12,389.92,13,Normal
6.32,6.09,990.13,0.0,21.54,3.04,314.18,81,Contamination
7.34,4.63,898.29,0.05,22.64,3.38,339.77,88,Contamination
7.21,0.55,401.16,0.69,15.07,2.6,293.8,2,Normal
8.31,7.65,923.06,0.05,14.66,2.88,352.06,82,Contamination
7.4,1.55,519.25,0.96,17.03,1.14,57.45,50,Pression Faible
7.59,0.7,375.89,1.08,18.72,3.25,226.84,3,Normal
6.1,2.37,1122.6,1.11,19.96,2.35,202.95,67,Corrosion
7.53,0.38,247.86,1.16,13.36,3.54,314.81,6,Normal
7.25,0.43,559.08,1.11,13.77,2.76,296.33,7,Normal
6.91,0.71,219.17,0.96,16.83,3.1,264.14,5,Normal
7.4,0.32,397.76,1.2,16.39,2.8,359.87,13,Normal
6.03,3.09,1205.82,1.14,19.36,2.88,297.64,74,Corrosion
7.59,0.6,480.27,0.13,23.17,2.46,22.39,51,Stagnation
7.76,0.54,595.88,0.08,22.49,2.67,35.91,62,Stagnation
6.94,1.61,480.32,0.04,20.5,2.4,17.01,68,Stagnation
7.72,0.8,445.17,0.93,14.41,3.23,387.89,5,Normal
7.03,0.28,554.76,0.46,11.97,2.93,221.98,10,Normal
7.94,1.63,392.52,0.23,24.9,2.47,25.49,57,Stagnation
7.88,1.02,425.63,1.31,15.91,1.05,81.6,34,Pression Faible
7.51,0.2,371.2,1.31,13.46,1.66,108.29,48,Pression Faible
7.18,0.39,371.26,1.8,20.62,3.04,269.59,10,Normal
7.09,6.49,826.99,0.05,23.29,2.36,341.33,93,Contamination
6.4,2.05,1238.84,0.59,17.32,2.68,231.58,63,Corrosion
6.51,7.4,1454.64,0.05,12.56,3.02,321.1,90,Contamination
7.41,2.13,293.61,0.0,20.54,2.71,19.44,58,Stagnation
6.91,0.69,446.25,1.11,17.34,2.87,281.05,12,Normal
6.32,1.42,471.46,0.67,18.79,2.9,301.44,79,Corrosion
5.19,2.75,1030.77,0.39,18.59,2.76,434.28,61,Corrosion
6.55,1.21,360.58,0.41,13.42,1.28,100.75,34,Pression Faible
7.72,1.23,303.46,1.24,16.17,1.0,75.76,20,Pression Faible
5.72,2.53,754.07,0.49,17.44,3.05,238.74,59,Corrosion
7.61,0.45,369.72,1.2,14.6,3.03,173.98,4,Normal
7.21,0.25,277.9,0.5,11.87,1.04,70.27,29,Pression Faible
7.4,0.54,209.89,1.02,15.95,2.9,296.96,7,Normal
7.26,0.65,242.51,0.93,19.53,3.42,342.55,10,Normal
7.36,0.83,591.78,0.96,12.09,2.92,454.83,8,Normal
6.73,0.66,258.73,0.94,11.39,1.17,41.0,36,Pression Faible
7.39,0.74,361.61,0.96,14.51,3.05,298.09,4,Normal
7.43,0.75,318.59,0.91,17.7,2.57,201.46,14,Normal
7.27,0.6,327.77,0.83,12.72,2.74,334.67,4,Normal
6.85,0.45,309.47,0.56,17.61,2.84,309.42,7,Normal
6.75,0.35,475.61,1.78,9.07,2.94,320.61,9,Normal
7.02,0.67,313.33,1.05,13.43,3.37,266.18,12,Normal
7.09,0.69,297.2,1.02,9.53,2.67,319.11,6,Normal
5.6,2.06,998.62,0.63,18.47,2.89,276.14,73,Corrosion
7.57,0.56,553.88,1.27,13.43,3.39,313.19,15,Normal
7.08,0.56,511.23,1.14,20.47,3.33,326.16,3,Normal
6.89,0.46,407.17,1.21,16.91,3.05,306.02,9,Normal
7.42,0.33,569.55,0.39,19.37,2.99,350.13,12,Normal
7.31,0.57,455.43,1.24,14.01,3.31,245.78,1,Normal
7.2,1.05,499.5,1.04,13.82,1.47,66.61,30,Pression Faible
7.73,0.48,246.04,0.64,15.13,3.04,398.48,13,Normal
6.89,0.51,294.06,0.85,20.05,2.66,329.35,3,Normal
7.31,5.95,1355.83,0.0,24.63,3.48,302.36,87,Contamination
6.4,2.18,980.09,1.23,14.62,2.25,153.3,77,Corrosion
8.32,0.94,431.43,0.0,23.9,2.27,25.09,40,Stagnation
7.62,0.67,432.14,0.24,22.86,2.54,32.15,60,Stagnation
7.08,0.9,318.78,1.06,15.35,3.3,355.16,9,Normal
7.19,0.56,432.85,0.32,10.23,2.82,271.92,10,Normal
6.84,0.65,400.21,0.94,11.23,2.99,168.67,4,Normal
7.15,0.51,424.19,0.53,15.67,2.69,259.38,7,Normal
7.42,0.9,405.14,0.75,15.57,3.28,331.05,12,Normal
8.02,0.59,425.22,1.36,19.46,0.61,79.93,44,Pression Faible
7.65,1.08,470.38,0.89,11.97,3.67,336.44,2,Normal
6.95,0.46,431.02,1.16,12.3,2.82,217.35,9,Normal
6.4,2.23,993.26,1.23,16.66,2.75,261.64,54,Corrosion
7.22,0.75,431.08,0.84,18.14,3.37,233.08,2,Normal
7.66,0.57,428.33,1.3,13.3,3.29,281.16,1,Normal
6.76,0.3,456.7,0.72,19.83,3.36,366.67,8,Normal
7.24,0.55,280.63,1.3,16.14,3.17,384.42,13,Normal
5.76,2.4,965.33,0.52,15.44,3.0,230.47,54,Corrosion
6.4,1.29,1124.55,1.0,14.29,2.43,125.18,65,Corrosion
6.96,0.71,394.39,1.35,13.14,3.21,264.13,15,Normal
6.91,0.48,333.5,0.54,14.45,3.03,363.42,6,Normal
7.48,0.74,472.04,1.1,11.31,3.04,329.84,7,Normal
7.64,0.64,524.04,0.69,14.02,3.13,358.05,8,Normal
5.94,2.43,1037.43,0.46,20.82,2.45,134.88,60,Corrosion
7.5,2.05,508.65,0.18,22.08,2.45,14.55,58,Stagnation
6.52,0.54,531.25,1.1,16.87,3.48,316.44,13,Normal
7.16,0.34,602.22,1.16,12.17,2.65,362.65,11,Normal
6.89,0.87,124.35,1.43,16.46,3.04,291.23,11,Normal
7.77,0.64,309.68,0.48,15.53,3.0,224.01,0,Normal
5.98,2.04,901.86,1.02,20.48,3.16,206.71,55,Corrosion
7.31,0.82,266.79,1.02,20.57,1.21,48.12,39,Pression Faible
7.02,3.57,1459.08,0.08,17.32,2.8,289.39,94,Contamination
7.5,0.81,311.22,0.21,21.23,2.55,32.85,54,Stagnation
7.3,0.27,232.42,0.82,16.19,2.78,282.25,7,Normal
7.84,0.13,324.5,1.57,14.87,2.79,358.44,11,Normal
7.22,0.43,419.24,0.8,11.95,2.97,249.45,2,Normal
7.2,0.57,485.31,1.34,13.78,3.15,324.63,1,Normal
7.3,0.4,297.19,1.15,9.88,2.92,172.32,4,Normal
5.93,4.25,1529.02,0.08,15.78,3.12,344.38,89,Contamination
7.15,0.22,379.21,0.97,11.3,3.11,313.99,3,Normal
7.33,0.56,472.98,0.95,15.61,2.88,270.78,15,Normal
7.6,0.1,487.68,0.81,12.75,3.08,225.52,6,Normal
5.67,1.82,855.72,0.56,20.8,3.52,128.68,56,Corrosion
7.36,0.67,454.3,0.8,14.27,2.78,278.99,8,Normal
6.84,0.48,249.72,0.94,11.25,3.06,266.03,4,Normal
7.62,1.74,608.94,0.0,20.33,2.41,34.6,61,Stagnation
6.7,0.3,413.04,1.03,16.13,3.13,316.93,1,Normal
7.26,0.51,466.48,0.33,19.63,2.34,246.04,1,Normal
7.13,0.63,100.47,0.99,17.38,3.3,265.13,8,Normal
7.11,0.38,360.73,0.69,12.33,3.13,306.58,0,Normal
7.35,0.54,470.43,1.26,9.77,2.74,288.43,8,Normal
7.49,0.86,541.2,0.3,22.37,2.53,38.49,69,Stagnation
6.75,1.21,547.9,0.04,19.55,2.44,29.39,67,Stagnation
6.93,0.92,352.13,0.65,14.72,3.27,300.87,9,Normal
7.39,4.26,1646.31,0.08,22.19,3.01,341.24,100,Contamination
6.94,0.4,534.65,1.47,11.56,3.07,278.45,12,Normal
6.99,0.56,514.1,1.14,14.04,3.15,282.0,3,Normal
7.32,1.22,192.28,1.14,10.38,1.57,67.26,35,Pression Faible
6.03,7.39,1309.25,0.0,12.99,2.84,239.8,97,Contamination
6.88,0.52,303.41,1.13,19.47,2.96,306.51,6,Normal
7.81,0.26,519.12,1.32,17.56,3.39,314.03,14,Normal
7.03,0.72,513.28,1.33,15.13,2.79,309.57,0,Normal
7.48,0.7,357.03,1.09,11.07,3.3,260.83,9,Normal
7.44,0.27,503.14,1.1,12.66,3.21,270.48,12,Normal
6.3,2.28,555.79,0.51,14.71,3.35,304.07,50,Corrosion
7.69,0.83,346.52,0.94,13.77,2.8,207.93,11,Normal
7.2,0.24,396.58,1.63,13.47,3.06,345.33,9,Normal
7.28,0.56,363.76,0.93,12.12,3.25,212.93,8,Normal
7.78,3.19,1488.78,0.03,13.07,3.07,346.44,100,Contamination
7.07,0.64,171.49,0.6,18.88,2.93,206.89,12,Normal
6.44,4.15,1150.21,0.03,18.72,2.88,367.99,80,Contamination
7.33,0.94,516.52,0.78,11.21,1.56,82.72,50,Pression Faible
7.24,0.37,338.31,1.25,17.95,3.24,339.65,4,Normal
7.37,0.53,382.46,1.36,13.88,3.11,259.8,12,Normal
7.24,1.08,369.61,0.18,19.3,2.53,31.33,42,Stagnation
5.28,2.15,951.14,0.93,15.39,3.07,243.44,66,Corrosion
7.2,0.88,492.7,0.7,13.54,1.0,73.36,39,Pression Faible
8.14,7.15,860.67,0.02,19.49,2.63,263.73,87,Contamination
7.6,0.38,495.47,1.38,12.8,2.73,286.19,4,Normal
6.87,0.52,379.43,1.11,19.19,3.25,324.46,9,Normal
6.61,0.93,572.26,0.0,17.07,1.15,63.0,30,Pression Faible
7.44,0.84,477.52,0.89,12.17,3.04,343.66,4,Normal
7.08,0.44,682.2,1.32,18.45,2.56,264.64,4,Normal
7.22,0.3,560.04,1.42,13.4,3.54,299.79,6,Normal
9.07,6.29,1372.86,0.12,23.11,3.05,292.94,89,Contamination
7.71,0.79,465.21,0.0,18.44,2.52,42.62,68,Stagnation
7.48,0.48,574.7,0.83,9.25,2.35,240.94,4,Normal
7.44,0.37,446.1,1.49,11.7,3.14,326.95,4,Normal
7.16,1.88,421.23,0.06,26.22,2.66,39.25,58,Stagnation
7.61,0.6,524.98,0.75,13.37,1.12,67.56,30,Pression Faible
7.45,0.55,350.88,1.2,14.17,2.9,302.43,3,Normal
7.34,0.58,363.68,1.25,14.33,2.8,226.6,4,Normal
6.39,2.51,942.17,1.11,14.57,2.25,254.19,74,Corrosion
7.29,0.45,547.37,0.25,18.36,3.24,322.84,13,Normal
6.2,1.19,297.36,0.75,14.49,1.32,92.79,29,Pression Faible
7.47,0.66,425.29,1.12,11.73,2.77,344.77,8,Normal
7.45,0.64,348.56,1.27,11.52,3.32,286.96,6,Normal
7.71,0.2,576.34,0.89,13.86,3.06,265.15,5,Normal
7.18,0.35,329.89,1.15,12.3,2.77,231.36,8,Normal
7.3,1.86,365.41,0.03,22.39,2.39,52.28,59,Stagnation
7.15,0.57,494.38,1.28,15.7,2.95,401.2,7,Normal
7.17,0.41,335.42,0.48,17.46,2.3,299.71,0,Normal
7.14,0.95,216.83,0.73,14.59,2.94,272.52,15,Normal
7.18,0.25,435.72,0.3,14.92,2.82,350.81,15,Normal
6.4,2.24,1178.15,0.71,13.1,3.5,281.25,61,Corrosion
7.2,0.64,427.42,0.98,11.02,2.92,331.16,12,Normal
7.16,0.68,438.37,0.74,11.04,2.95,273.79,4,Normal
7.3,0.36,338.46,1.32,15.44,2.79,300.88,7,Normal
7.61,0.56,459.3,0.77,18.08,3.7,260.43,0,Normal
6.85,0.85,487.55,0.87,11.84,1.17,91.96,50,Pression Faible
7.08,0.62,516.47,1.07,14.92,3.25,257.19,6,Normal
5.62,2.29,801.62,0.56,21.49,3.67,228.78,52,Corrosion
7.23,0.46,510.75,1.39,9.67,3.14,234.66,14,Normal
8.41,6.88,953.0,0.04,16.84,3.06,352.1,95,Contamination
7.04,2.12,610.57,0.01,22.15,3.01,42.33,67,Stagnation
7.1,0.66,699.72,1.03,13.1,3.05,312.33,7,Normal
7.04,0.59,274.56,0.8,17.27,2.47,345.16,1,Normal
6.7,0.33,400.1,0.13,24.65,2.52,27.53,66,Stagnation
7.37,0.33,413.94,0.64,15.25,2.96,259.79,10,Normal
7.25,0.53,517.55,0.52,14.77,2.77,343.49,1,Normal
7.43,0.6,329.62,1.27,10.41,2.48,236.21,14,Normal
7.19,0.64,102.4,1.4,15.39,2.53,305.05,1,Normal
7.87,7.2,1529.72,0.0,16.34,2.62,385.88,87,Contamination
7.39,1.07,353.24,0.78,14.57,3.41,281.69,12,Normal
7.24,0.83,403.95,0.7,14.59,1.15,79.85,21,Pression Faible
7.48,0.85,315.96,0.88,12.52,3.06,273.08,1,Normal
7.27,0.72,147.42,1.15,13.62,3.14,255.18,14,Normal
7.56,0.68,456.84,1.24,12.76,2.81,337.62,9,Normal
5.69,3.66,835.28,0.95,22.3,2.52,254.13,59,Corrosion
7.52,0.69,367.22,0.84,14.3,3.43,286.04,13,Normal
7.22,0.41,470.55,1.05,11.99,2.71,200.07,1,Normal
7.17,1.6,582.38,0.17,23.11,2.46,37.75,68,Stagnation
7.29,0.86,390.16,1.4,17.62,3.22,199.43,14,Normal
7.48,0.47,355.61,0.56,14.98,3.01,234.85,3,Normal
6.76,0.6,487.17,1.06,18.45,2.97,297.28,4,Normal
6.92,0.19,585.47,1.34,10.82,3.05,295.0,10,Normal
7.12,0.42,438.13,1.25,16.21,2.96,292.14,5,Normal
7.48,0.59,407.27,0.99,16.04,2.86,341.08,6,Normal
6.14,5.18,1383.33,0.0,11.71,2.92,215.18,82,Contamination
6.81,0.65,379.52,1.39,11.39,2.97,319.98,5,Normal
5.53,3.33,1002.14,0.32,15.89,2.95,214.6,53,Corrosion
6.76,0.56,621.12,0.88,19.71,2.77,310.78,14,Normal
7.81,1.2,420.23,0.17,25.78,2.59,24.84,42,Stagnation
7.14,1.0,413.49,0.82,11.56,2.45,318.18,12,Normal
6.26,2.18,897.01,0.45,16.4,2.99,217.89,66,Corrosion
8.18,0.78,478.35,0.18,21.85,2.44,15.71,45,Stagnation
7.61,0.47,453.74,1.2,13.12,2.94,366.72,12,Normal
6.86,0.93,325.51,0.65,15.4,3.66,204.45,5,Normal
7.16,0.94,403.36,1.01,12.85,1.02,77.03,38,Pression Faible
6.1,5.91,1083.38,0.03,19.28,2.35,288.55,84,Contamination
7.9,0.28,528.55,1.02,13.19,2.6,306.98,4,Normal
7.64,0.42,391.9,1.3,16.02,2.53,304.94,1,Normal
7.65,0.49,125.85,1.12,14.4,2.45,216.04,9,Normal
6.39,1.91,718.5,0.79,14.07,2.84,237.84,80,Corrosion
6.84,0.4,444.28,1.01,14.75,3.58,336.55,5,Normal
7.46,0.47,422.01,0.87,17.33,2.97,311.12,4,Normal
7.25,0.79,693.82,0.7,12.97,1.41,68.1,20,Pression Faible
7.38,0.66,499.16,0.15,21.37,2.71,11.42,48,Stagnation
6.99,0.47,282.77,0.48,14.08,3.21,364.11,15,Normal
6.56,7.47,1390.96,0.11,16.6,2.36,303.51,97,Contamination
6.19,4.55,1109.63,0.03,18.57,3.11,281.61,99,Contamination
7.32,6.03,1480.65,0.04,17.68,2.79,291.89,87,Contamination
6.96,0.32,477.58,0.68,14.04,3.3,282.36,15,Normal
7.45,0.38,294.88,0.52,18.94,2.66,337.36,14,Normal
6.9,0.76,620.68,0.49,11.75,3.23,325.65,0,Normal
7.43,0.39,598.75,1.04,11.35,2.92,239.82,8,Normal
8.14,0.87,499.25,0.05,20.77,1.93,35.98,57,Stagnation
8.04,4.17,736.43,0.09,11.42,3.27,254.78,86,Contamination
6.87,0.55,296.19,0.79,16.06,2.27,382.12,4,Normal
7.21,0.24,298.28,1.3,16.8,3.42,265.86,11,Normal
7.29,0.59,469.53,1.34,12.85,2.97,269.49,1,Normal
7.48,1.55,284.6,0.21,19.72,2.41,42.44,66,Stagnation
7.63,1.37,331.94,0.0,23.88,2.32,25.05,50,Stagnation
7.49,0.49,426.92,0.91,14.99,1.04,68.4,21,Pression Faible
6.88,0.6,333.19,1.29,14.33,2.68,288.11,5,Normal
7.08,0.7,363.1,0.92,19.23,3.15,383.14,9,Normal
8.0,0.76,549.0,0.25,25.07,2.8,39.68,62,Stagnation
7.38,0.78,414.78,0.0,24.69,2.42,42.91,58,Stagnation
5.51,3.37,801.02,0.41,20.88,3.24,262.71,55,Corrosion
7.21,0.93,419.46,0.66,13.76,1.79,133.44,43,Pression Faible
7.67,0.6,366.23,0.76,12.8,2.83,407.56,1,Normal
7.74,0.65,303.94,1.27,14.28,2.35,314.36,9,Normal
6.95,0.34,374.96,0.85,14.9,2.98,206.21,12,Normal
8.22,4.03,914.28,0.03,17.57,3.34,313.47,93,Contamination
7.45,6.55,1269.44,0.07,10.27,2.83,358.11,82,Contamination
8.38,0.26,442.31,0.83,21.14,2.59,331.25,4,Normal
6.78,0.44,396.57,1.32,11.77,3.2,300.94,8,Normal
7.28,0.69,271.74,1.24,13.29,3.33,316.73,13,Normal
7.14,0.38,482.33,1.38,13.4,2.66,334.71,6,Normal
6.92,0.55,343.73,0.06,19.33,1.92,18.65,43,Stagnation
7.39,0.25,365.97,1.58,14.85,3.1,252.7,2,Normal
7.85,0.39,377.19,1.4,14.45,3.01,285.92,9,Normal
7.12,0.57,455.29,0.81,12.7,2.82,229.94,10,Normal
6.72,0.56,493.86,1.26,7.85,2.93,244.9,11,Normal
7.24,0.67,459.19,0.89,9.31,0.91,80.12,39,Pression Faible
7.23,0.22,246.35,1.02,10.79,2.5,277.74,15,Normal
7.05,0.32,329.63,1.0,12.84,3.02,280.98,5,Normal
7.13,7.76,1451.77,0.11,21.35,2.97,278.33,87,Contamination
5.84,1.8,900.91,1.01,13.82,2.79,209.36,56,Corrosion
7.26,0.39,326.05,0.8,16.51,2.97,278.58,0,Normal
7.28,0.42,512.65,0.71,14.44,2.58,282.66,3,Normal
5.33,3.1,1053.3,1.04,16.09,2.45,201.98,56,Corrosion
6.4,3.65,924.51,0.65,20.11,2.52,263.73,63,Corrosion
7.61,0.33,482.92,1.16,14.88,2.7,263.78,10,Normal
7.29,0.22,413.07,1.16,17.96,2.58,365.81,6,Normal
7.71,0.58,296.2,0.9,14.86,3.08,301.1,6,Normal
7.61,1.15,476.51,0.05,21.32,2.33,49.17,48,Stagnation
